title,doi,authors,year,sources,query_groups,cluster_size,venue,primary_venue
AgentReputation: A Decentralized Agentic AI Reputation Framework,,Mohd Sameen Chishti; Damilare Peter Oyinloye; Jingyue Li,2026,arXiv,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,cs.AI; FSE 2026,FSE
Agents Explore but Agents Ignore: LLMs Lack Environmental Curiosity,,Leon Engländer; Sophia Althammer; Ahmet Üstün; Matthias Gallé; Tom Sherborne,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.CL,arXiv
AgentSpawn: Adaptive Multi-Agent Collaboration Through Dynamic Spawning for Long-Horizon Code Generation,,Igor Costa,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE,arXiv
AgentStepper: Interactive Debugging of Software Development Agents,,Robert Hutter; Michael Pradel,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Agyn: A Multi-Agent System for Team-Based Autonomous Software Engineering,,Nikita Benkovich; Vitalii Valkov,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI,arXiv
AI for DevSecOps: A Landscape and Future Opportunities,10.1145/3712190,"Fu, Michael and Pasuksmit, Jirat and Tantithamthavorn, Chakkrit",2025,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
AI in the Software Development Lifecycle: Insights and Open Research Questions,10.1145/3696630.3730538,"Guimaraes, Everton and Nascimento, Nathalia",2025,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,FSE
AI-Tutoring in Software Engineering Education,10.1145/3639474.3640061,"Frankford, Eduard and Sauerwein, Clemens and Bassner, Patrick and Krusche, Stephan and Breu, Ruth",2024,ACM,SE-G1 AND AI-G1,1,Proceedings of the 46th International Conference on Software Engineering: Software Engineering Education and Training,ICSE
Aime: Towards Fully-Autonomous Multi-Agent Framework,,Yexuan Shi; Mingyu Wang; Yunxiang Cao; Hongjie Lai; Junjian Lan; Xin Han; Yu Wang; Jie Geng; Zhenan Li; Zihao Xia; Xiang Chen; Chen Li; Jian Xu; Wenbo Duan; Yuanshuo Zhu,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI,arXiv
Alibaba LingmaAgent: Improving Automated Issue Resolution via Comprehensive Repository Exploration,10.1145/3696630.3728549,"Ma, Yingwei and Yang, Qingping and Cao, Rongyu and Li, Binhua and Huang, Fei and Li, Yongbin",2025,ACM+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,8,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering; cs.SE; FSE/ESEC,FSE
Aligning the Objective of LLM-Based Program Repair,10.1109/icse55347.2025.00169,"Xu, Junjielong and Fu, Ying and Tan, Shin Hwei and He, Pinjia",2025,ACM+IEEE+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,8,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering; 2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE); cs.SE,ICSE
AlphaTrans: A Neuro-Symbolic Compositional Approach for Repository-Level Code Translation and Validation,10.1145/3729379,"Ibrahimzada, Ali Reza and Ke, Kaiyao and Pawagi, Mrigank and Abid, Muhammad Salman and Pan, Rangeet and Sinha, Saurabh and Jabbarvand, Reyhaneh",2025,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,FSE/ESEC,FSE
Ambig-SWE: Interactive Agents to Overcome Underspecificity in Software Engineering,,Sanidhya Vijayvargiya; Xuhui Zhou; Akhila Yerukola; Maarten Sap; Graham Neubig,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI; ICLR 2026,ICLR
Amur: Fixing Multi-Resource Leaks Guided by Resource Flow Analysis,10.1109/ase63991.2025.00252,J. Kim; E. Lee,2025,IEEE,SE-G1 AND AI-G1,1,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),ASE
An Empirical Evaluation of Pre-trained Large Language Models for Repairing Declarative Formal Specifications,,Mohannad Alhanahnah; Md Rashedul Hasan; Lisong Xu; Hamid Bagheri,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,cs.SE; Empirical Software Engineering (2025),EMSE
An Empirical Study of Code Clones from Commercial AI Code Generators,10.1145/3729397,"Wu, Weibin and Hu, Haoxuan and Fan, Zhaoji and Qiao, Yitong and Huang, Yizhan and Li, Yichen and Zheng, Zibin and Lyu, Michael",2025,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,FSE/ESEC,FSE
An Empirical Study of Issues in Large Language Model Training Systems,10.1145/3696630.3728538,"Gao, Yanjie and Lu, Ruiming and Lin, Haoxiang and Chen, Yueguo",2025,ACM,SE-G1 AND AI-G1,1,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,FSE
An Empirical Study on Automatically Detecting AI-Generated Source Code: How Far Are We?,10.1109/icse55347.2025.00064,"Suh, Hyunjae and Tafreshipour, Mahan and Li, Jiawei and Bhattiprolu, Adithya and Ahmed, Iftekhar",2025,ACM,SE-G1 AND AI-G1,1,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,ICSE
An Empirical Study on Challenges for LLM Application Developers,10.1145/3715007,"Chen, Xiang and Gao, Chaoyang and Chen, Chunyang and Zhang, Guangbei and Liu, Yong",2025,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,ACM Trans. Softw. Eng. Methodol.,TOSEM
An Empirical Study on Failures in Automated Issue Solving,,Simiao Liu; Fang Liu; Liehao Li; Xin Tan; Yinghao Zhu; Xiaoli Lian; Li Zhang,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
An Empirical Study on Fine-Tuning Large Language Models of Code for Automated Program Repair,10.1109/ase56229.2023.00181,"Huang, Kai and Meng, Xiangxin and Zhang, Jian and Liu, Yang and Wang, Wenjie and Li, Shuhao and Zhang, Yuqing",2024,ACM+IEEE,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,Proceedings of the 38th IEEE/ACM International Conference on Automated Software Engineering; 2023 38th IEEE/ACM International Conference on Automated Software Engineering (ASE),ASE
An Empirical Study on LLM-based Agents for Automated Bug Fixing,,Xiangxin Meng; Zexiong Ma; Pengfei Gao; Chao Peng,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
An Empirical Study on Low GPU Utilization of Deep Learning Jobs,10.1145/3597503.3639232,"Gao, Yanjie and He, Yichen and Li, Xinze and Zhao, Bo and Lin, Haoxiang and Liang, Yoyo and Zhong, Jing and Zhang, Hongyu and Wang, Jingzhou and Zeng, Yonghua and Gui, Keli and Tong, Jie and Yang, Mao",2024,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,ICSE
An Empirical Study on Noisy Label Learning for Program Understanding,10.1145/3597503.3639217,"Wang, Wenhan and Li, Yanzhou and Li, Anran and Zhang, Jian and Ma, Wei and Liu, Yang",2024,ACM,SE-G1 AND AI-G1,1,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,ICSE
An Empirical Study on Strong-Weak Model Collaboration for Repo-level Code Generation,,Shubham Gandhi; Atharva Naik; Yiqing Xie; Carolyn Rose,2025,arXiv,SE-G1 AND AI-G1,1,cs.AI; EMNLP 2025,EMNLP
An Empirical Study on the Code Refactoring Capability of Large Language Models,10.1145/3801158,"Cordeiro, Jonathan and Noei, Shayan and Zou, Ying",2026,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
An Empirical Study on the Relationship between Defects and Source Code’s Unnaturalness,10.1145/3718083,"Jiang, Yanjie and Liu, Hui and Liu, Jinyan and Zhang, Yuxia and Ji, Weixing and Zhong, Hao and Zhang, Lu",2025,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
An Empirical Study to Evaluate AIGC Detectors on Code Content,10.1145/3691620.3695468,"JianWang and Liu, Shangqing and Xie, Xiaofei and Li, Yi",2024,ACM,SE-G1 AND AI-G1,1,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,ASE
An evaluation study of large language models for addressing code quality issues.,10.1007/s10664-026-10858-8,Rares-Danut Patcas; Simona Motogna,2026,DBLP,SE-G1 AND AI-G1,1,Empir. Softw. Eng.,EMSE
An Executable Benchmarking Suite for Tool-Using Agents,,Zhiqing Zhong; Zhijing Ye; Jiamin Wang; Xiaodong Yu,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE,arXiv
An Exploratory Literature Study on Sharing and Energy Use of Language Models for Source Code,10.1109/esem56168.2023.10304803,M. Hort; A. Grishina; L. Moonen,2023,IEEE,SE-G1 AND AI-G1,1,2023 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM),EMSE
An Exploratory Study on Machine Learning Model Management,10.1145/3688841,"Latendresse, Jasmine and Abedu, Samuel and Abdellatif, Ahmad and Shihab, Emad",2024,ACM,SE-G1 AND AI-G1,1,ACM Trans. Softw. Eng. Methodol.,TOSEM
An LLM-as-Judge Metric for Bridging the Gap with Human Evaluation in SE Tasks,,Xin Zhou; Kisub Kim; Ting Zhang; Martin Weyssow; Luis F. Gomes; Guang Yang; Kui Liu; Xin Xia; David Lo,2025,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
An LLM-Based Agent-Oriented Approach for Automated Code Design Issue Localization,10.1109/icse55347.2025.00100,"Batole, Fraol and OBrien, David and Nguyen, Tien N. and Dyer, Robert and Rajan, Hridesh",2025,ACM+IEEE,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,6,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering; 2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),ICSE
Analyzing and Debugging Normative Requirements via Satisfiability Checking,10.1145/3597503.3639093,"Feng, Nick and Marsso, Lina and Getir Yaman, Sinem and Baatartogtokh, Yesugen and Ayad, Reem and De Mello, Victoria Oldemburgo and Townsend, Beverley and Standen, Isobel and Stefanakos, Ioannis and Imrie, Calum and Rodrigues, Genaina Nunes and Cavalcanti, Ana and Calinescu, Radu and Chechik, Marsha",2024,ACM,SE-G1 AND AI-G2,1,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,ICSE
AOrchestra: Automating Sub-Agent Creation for Agentic Orchestration,,Jianhao Ruan; Zhihao Xu; Yiran Peng; Fashen Ren; Zhaoyang Yu; Xinbing Liang; Jinyu Xiang; Yongru Chen; Bang Liu; Chenglin Wu; Yuyu Luo; Jiayi Zhang,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.AI; ICML 2026,ICML
API Entity and Relation Joint Extraction from Text via Dynamic Prompt-tuned Language Model,10.1145/3607188,"Huang, Qing and Sun, Yanbang and Xing, Zhenchang and Yu, Min and Xu, Xiwei and Lu, Qinghua",2023,ACM,SE-G1 AND AI-G1,1,ACM Trans. Softw. Eng. Methodol.,TOSEM
APPT: Boosting Automated Patch Correctness Prediction via Fine-Tuning Pre-Trained Models,10.1109/tse.2024.3354969,Q. Zhang; C. Fang; W. Sun; Y. Liu; T. He; X. Hao; Z. Chen,2024,IEEE,SE-G1 AND AI-G1,1,IEEE Transactions on Software Engineering,TSE
Arash: Token-Efficient LLM-Assisted Crash Root Cause Analysis in Fuzz Driver Generation,10.1145/3811034,"Xie, Maoyi and Li, Kaixuan and Ge, Jingquan and Ma, Wei and Sun, Yuqiang and Kong, Ziqiao and Zhang, Cen and Liu, Dongge and Chang, Oliver and Liu, Yang",2026,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
Architecture-Aware Multi-Design Generation for Repository-Level Feature Addition,,Mingwei Liu; Zhenxi Chen; Zheng Pei; Zihao Wang; Yanlin Wang; Zibin Zheng,2026,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
Are Human Rules Necessary? Generating Reusable APIs with CoT Reasoning and In-Context Learning,10.1145/3660811,"Mai, Yubo and Gao, Zhipeng and Hu, Xing and Bao, Lingfeng and Liu, Yu and Sun, JianLing",2024,ACM,SE-G1 AND AI-G1,1,FSE/ESEC,FSE
ARISE: A Repository-level Graph Representation and Toolset for Agentic Fault Localization and Program Repair,,Shahd Seddik; Fatemeh Fard,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
"Are ""Solved Issues"" in SWE-bench Really Solved Correctly? An Empirical Study",,You Wang; Michael Pradel; Zhongxin Liu,2026,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
Are AI-Generated Fixes Secure? Analyzing LLM and Agent Patches on SWE-bench,,Amirali Sajadi; Kostadin Damevski; Preetha Chatterjee,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
ArkEval: Benchmarking and Evaluating Automated CodeRepair for ArkTS,,Bang Xie; Senjian Zhang; Zhiyuan Peng; Wei Chen; Chenhao Ying; Yuan Luo,2026,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
Artificial Intelligence for Software Engineering: The Journey So Far and the Road Ahead,10.1145/3719006,"Ahmed, Iftekhar and Aleti, Aldeida and Cai, Haipeng and Chatzigeorgiou, Alexander and He, Pinjia and Hu, Xing and Pezzè, Mauro and Poshyvanyk, Denys and Xia, Xin",2025,ACM,SE-G1 AND AI-G1,1,ACM Trans. Softw. Eng. Methodol.,TOSEM
Artisan: Agentic Artifact Evaluation,,Doehyun Baek; Michael Pradel,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Ask or Assume? Uncertainty-Aware Clarification-Seeking in Coding Agents,,Nicholas Edwards; Sebastian Schuster,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.CL,arXiv
AssertFlip: Reproducing Bugs via Inversion of LLM-Generated Passing Tests,,Lara Khatib; Noble Saji Mathews; Meiyappan Nagappan,2025,arXiv,SE-G2 AND AI-G1,1,cs.SE; ICSE 2026,ICSE
Assessing and Advancing Benchmarks for Evaluating Large Language Models in Software Engineering Tasks,10.1145/3786771,"Hu, Xing and Niu, Feifei and Chen, Junkai and Zhou, Xin and Zhang, Junwei and He, Junda and Xia, Xin and Lo, David",2026,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.,TOSEM
Assessing the Capability of LLMs for Deprecated API Usage Updating from Natural Language Descriptions,10.1145/3808230,"Zhu, Tingwei and Wen, Zhongzhen and Liu, Shangqing and Li, Yi and Zhang, Tian and Xia, Xin",2026,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.,TOSEM
Assessing the Latent Automated Program Repair Capabilities of Large Language Models using Round-Trip Translation,10.1145/3771922,"Vallecillos Ruiz, Fernando and Grishina, Anastasiia and Hort, Max and Moonen, Leon",2025,ACM+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,5,ACM Trans. Softw. Eng. Methodol.; cs.SE,TOSEM
Assisting Static Analysis with Large Language Models: A ChatGPT Experiment,10.1145/3611643.3613078,"Li, Haonan and Hao, Yu and Zhai, Yizhuo and Qian, Zhiyun",2023,ACM,SE-G1 AND AI-G1,1,Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,FSE
"ATLANTIS: AI-driven Threat Localization, Analysis, and Triage Intelligence System",,Taesoo Kim; HyungSeok Han; Soyeon Park; Dae R. Jeong; Dohyeok Kim; Dongkwan Kim; Eunsoo Kim; Jiho Kim; Joshua Wang; Kangsu Kim; Sangwoo Ji; Woosun Song; Hanqing Zhao; Andrew Chin; Gyejin Lee; Kevin Stevens; Mansour Alharthi; Yizhuo Zhai; Cen Zhang; Joonun Jang; Yeongjin Jang; Ammar Askar; Dongju Kim; Fabian Fleischer; Jeongin Cho; Junsik Kim; Kyungjoon Ko; Insu Yun; Sangdon Park; Dowoo Baik; Haein Lee; Hyeon Heo; Minjae Gwon; Minjae Lee; Minwoo Baek; Seunggi Min; Wonyoung Kim; Yonghwi Jin; Younggi Park; Yunjae Choi; Jinho Jung; Gwanhyun Lee; Junyoung Jang; Kyuheon Kim; Yeonghyeon Cha; Youngjoon Kim,2025,arXiv,SE-G1 AND AI-G1,1,cs.CR,arXiv
Attention Pruning: Automated Fairness Repair of Language Models via Surrogate Simulated Annealing,,Vishnu Asutosh Dasu; Md Rafi ur Rashid; Vipul Gupta; Saeid Tizpaz-Niari; Gang Tan,2025,arXiv,SE-G1 AND AI-G1,1,cs.AI; ICSE 2026,ICSE
Auto-Patching: Enhancing Multi-Hop Reasoning in Language Models,,Aviv Jan; Dean Tahory; Omer Talmi; Omar Abo Mokh,2025,arXiv,SE-G2 AND AI-G1,1,cs.CL,arXiv
AutoCodeRover: Autonomous Program Improvement,10.1145/3650212.3680384,"Zhang, Yuntong and Ruan, Haifeng and Fan, Zhiyu and Roychoudhury, Abhik",2024,ACM+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,8,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis; cs.SE; ISSTA,ISSTA
AutoCodeSherpa: Symbolic Explanations in AI Coding Agents,,Sungmin Kang; Haifeng Ruan; Abhik Roychoudhury,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Automated Benchmark Auditing for AI Agents and Large Language Models,,Junlin Wang; Federico Bianchi; Shang Zhu; Fan Nie; Yongchan Kwon; Bhuwan Dhingra; James Zou,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.CL,arXiv
Automated Benchmark Generation for Repository-Level Coding Tasks,,Konstantinos Vergopoulos; Mark Niklas Müller; Martin Vechev,2025,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE; ICML 2025,ICML
Automated Code Editing with Search-Generate-Modify,10.1145/3639478.3643124,"Liu, Changshu and Cetin, Pelin and Patodia, Yogesh and Ray, Baishakhi and Chakraborty, Saikat and Ding, Yangruibo",2024,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,Proceedings of the 2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings,ICSE
Automated Commit Intelligence by Pre-training,10.1145/3674731,"Liu, Shangqing and Li, Yanzhou and Xie, Xiaofei and Ma, Wei and Meng, Guozhu and Liu, Yang",2024,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
Automated Extraction and Analysis of Developer's Rationale in Open Source Software,10.1145/3729383,"Dhaouadi, Mouna and Oakes, Bentley and Famelis, Michalis",2025,ACM,SE-G1 AND AI-G1,1,FSE/ESEC,FSE
Automated Generation of Issue-Reproducing Tests by Combining LLMs and Search-Based Testing,,Konstantinos Kitsios; Marco Castelluccio; Alberto Bacchelli,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE,arXiv
Automated Program Repair Based on REST API Specifications Using Large Language Models,,Katsuki Yamagishi; Norihiro Yoshida; Erina Makihara; Katsuro Inoue,2025,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
Automated Program Repair in the Era of Large Pre-trained Language Models,10.1109/icse48619.2023.00129,C. S. Xia; Y. Wei; L. Zhang,2023,IEEE,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),ICSE
Automated Program Repair via Conversation: Fixing 162 out of 337 Bugs for $0.42 Each using ChatGPT,10.1145/3650212.3680323,"Xia, Chunqiu Steven and Zhang, Lingming",2024,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,ISSTA
Automated Recognition of Buggy Behaviors from Mobile Bug Reports,10.1145/3729370,"Zhang, Zhaoxu and Ryu, Komei and Yu, Tingting and Halfond, William G.J.",2025,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,FSE/ESEC,FSE
Automated Repair of Ambiguous Problem Descriptions for LLM-Based Code Generation,10.1109/ase63991.2025.00038,H. Jia; R. Morris; H. Ye; F. Sarro; S. Mechtaev,2025,IEEE+arXiv,SE-G1 AND AI-G1,2,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE); cs.SE,ASE
Automated Repair of C Programs Using Large Language Models,,Mahdi Farzandway; Fatemeh Ghassemi,2025,arXiv,SE-G2 AND AI-G1,1,cs.SE,arXiv
Automated Repair of OpenID Connect Programs (Extended Version),,Tamjid Al Rahat; Yanju Chen; Yu Feng; Yuan Tian,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE; ASE 2025,ASE
Automated Repair of Programs from Large Language Models,10.1109/icse48619.2023.00128,Z. Fan; X. Gao; M. Mirchev; A. Roychoudhury; S. H. Tan,2023,IEEE,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),ICSE
Automated Test Transfer across Android Apps using Large Language Models,10.1145/3728975,"Beyzaei, Benyamin and Talebipour, Saghar and Rafiei, Ghazal and Medvidović, Nenad and Malek, Sam",2025,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ISSTA,ISSTA
Automated Testing of COBOL to Java Transformation,10.1145/3696630.3728548,"Hans, Sandeep and Kumar, Atul and Yasue, Toshiaki and Ono, Kouichi and Krishnan, Saravanan and Sondhi, Devika and Satoh, Fumiko and Mitchell, Gerald and Kumar, Sachin and Saha, Diptikalyan",2025,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,FSE
Automated Unit Test Improvement using Large Language Models at Meta,10.1145/3663529.3663839,"Alshahwan, Nadia and Chheda, Jubin and Finogenova, Anastasia and Gokkaya, Beliz and Harman, Mark and Harper, Inna and Marginean, Alexandru and Sengupta, Shubho and Wang, Eddy",2024,ACM,SE-G1 AND AI-G1,1,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering,FSE
Automatic Generation of Test Cases based on Bug Reports: a Feasibility Study with Large Language Models,10.1145/3639478.3643119,"Plein, Laura and Ouédraogo, Wendkûuni C. and Klein, Jacques and Bissyandé, Tegawendé F.",2024,ACM+arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,5,Proceedings of the 2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings; cs.SE,ICSE
Automatic Programming: Large Language Models and Beyond,10.1145/3708519,"Lyu, Michael R. and Ray, Baishakhi and Roychoudhury, Abhik and Tan, Shin Hwei and Thongtanunam, Patanamon",2025,ACM+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,5,ACM Trans. Softw. Eng. Methodol.; cs.SE,TOSEM
Automatic Repair of Quantum Programs via Unitary Operation,10.1145/3664604,"Li, Yuechen and Pei, Hanyu and Huang, Linzhi and Yin, Beibei and Cai, Kai-Yuan",2024,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,ACM Trans. Softw. Eng. Methodol.,TOSEM
Automatically Engineering Trusted Software: A Research Roadmap,10.1145/3779132,"Brun, Yuriy and Chakraborty, Saikat and Le Goues, Claire and Păsăreanu, Corina and Singla, Adish",2026,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.,TOSEM
Automatically Fixing Dependency Breaking Changes,10.1145/3729366,"Fruntke, Lukas and Krinke, Jens",2025,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,FSE/ESEC,FSE
Automating a Complete Software Test Process Using LLMs: An Automotive Case Study,10.1109/icse55347.2025.00211,"Wang, Shuai and Yu, Yinan and Feldt, Robert and Parthasarathy, Dhasarathy",2025,ACM,SE-G1 AND AI-G1,1,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,ICSE
